sc_id,time_id,time,SOAG_SRF,DMS_SRF,H2SO4_SRF,O3_SRF,H2O2_SRF,SO2_SRF,T,RELHUM,SZA,lat,chi_hyg,chi_opt1,chi_opt2,chi_abd,Mass_so4,Mass_bc,Mass_ncl,Mass_dst,Mass_pom,Mass_soa
0000,00000001,0.0,5.7128255719786605e-12,1.788511841807469e-10,1.7301573280711704e-12,4.3229948698251505e-08,6.455887590584007e-12,1.576834569442103e-08,281.283,0.4135,0.0,-43.59,0.6388290210543376,0.7313205150374293,0.7313205150374293,0.8034565685504078,9.859187616952152e-10,2.7587168628104956e-10,3.3025532271817845e-10,0.0,4.938605188484726e-10,3.9231453809238536e-10
0000,00000002,3600.0,4.008117478973514e-12,5.202194683985328e-11,1.1332262287803855e-12,4.170213505283293e-08,9.021318675301625e-12,1.508141261980342e-08,281.283,0.4134999999999999,1.9235576380332005,-43.59,0.6480753673155013,0.7355004326422407,0.7355004326422407,0.8106149033937711,9.166901981400364e-10,2.5665131390276596e-10,3.0374503469438894e-10,0.0,4.597564885811003e-10,3.689093530779421e-10
0000,00000003,7200.0,3.671546261132917e-12,1.3613529984368998e-11,7.414053714539213e-13,4.061569339981335e-08,1.1799143354443059e-11,1.4369967226991284e-08,281.283,0.4134999999999999,2.0891147753610566,-43.59,0.6600084246456311,0.7422526815922362,0.7422526815922362,0.8207391226477941,8.636219052820977e-10,2.4066819246940644e-10,2.83297901353847e-10,0.0,4.3131466328908116e-10,3.474532710419061e-10
0000,00000004,10800.0,3.587554847286592e-12,7.2132536136307606e-12,6.075455979175452e-13,3.9856981386145395e-08,1.4357635935563465e-11,1.3657030575698396e-08,281.283,0.4134999999999999,2.227350153961912,-43.59,0.6727901894565331,0.7509045206327505,0.7509045206327505,0.8322379895239853,8.005172880808831e-10,2.2757423112838116e-10,2.866199302726612e-10,0.0,4.077160074410541e-10,3.2250181421484377e-10
0000,00000005,14400.0,3.5346275283845157e-12,5.373119892618459e-12,6.016073023370355e-13,3.93457523241788e-08,1.642870977802512e-11,1.296906775411318e-08,281.283,0.4134999999999999,2.3220839540026077,-43.59,0.6833151343776187,0.7572730180028399,0.7572730180028399,0.8399947544104396,7.531009681034769e-10,2.1539445727788543e-10,2.9968087895678477e-10,0.0,3.862539231578389e-10,3.035295006119264e-10
0000,00000006,18000.0,3.479694459905161e-12,4.333499707404797e-12,6.209841616382742e-13,3.902249437175945e-08,1.789618564890068e-11,1.2312846459633546e-08,281.283,0.4134999999999999,2.356159933446789,-43.59,0.6912780089019341,0.7630434821723474,0.7630434821723474,0.8472120953297798,7.042350017158572e-10,2.0798232217928785e-10,3.0054800371781863e-10,0.0,3.7253774057003446e-10,2.8490257622288377e-10
0000,00000007,21600.0,3.41871436308387e-12,3.646635422753956e-12,6.377805839451127e-13,3.884295005707382e-08,1.8802508432572714e-11,1.1689048136745714e-08,281.283,0.4134999999999999,2.3216184576167587,-43.59,0.7025014466228271,0.7702939529346815,0.7702939529346815,0.8583977630748182,6.613764909826293e-10,1.9272480667007531e-10,2.9245672820920893e-10,0.0,3.449424028992148e-10,2.683989469501348e-10
0000,00000008,25200.0,3.3503226242426415e-12,3.165300601805536e-12,6.504948220992194e-13,3.877374304401905e-08,1.9279361207130193e-11,1.1096977815849528e-08,281.283,0.4134999999999999,2.226553515767269,-43.59,0.7118290349948968,0.7773910340711723,0.7773910340711723,0.8640494818487203,6.163654844892315e-10,1.8903495757233325e-10,2.91154808733675e-10,0.0,3.3782151648608886e-10,2.517872704822737e-10
0000,00000009,28800.0,3.2788709507381237e-12,2.817007032828039e-12,6.636749173326025e-13,3.878930161764881e-08,1.946709530815817e-11,1.0535505027018493e-08,281.283,0.4134999999999999,2.0881632250944597,-43.59,0.7222508225505622,0.7843659987093768,0.7843659987093768,0.8715082305810068,5.728314818478871e-10,1.7626521342957694e-10,2.8327775086702423e-10,0.0,3.148456087856905e-10,2.34937903207799e-10
0000,00000010,32400.0,3.208534347794127e-12,2.5612245496371856e-12,6.820452711833082e-13,3.8869806960736414e-08,1.9473334426249708e-11,1.0003299500997925e-08,281.283,0.4134999999999999,1.922612312157304,-43.59,0.7314305722407264,0.791608558174794,0.791608558174794,0.8754991012351301,5.13692634793082e-10,1.6832037568269993e-10,2.698981539806214e-10,0.0,3.003130713612002e-10,2.1233206746797398e-10
0000,00000011,36000.0,3.1369671586912534e-12,2.373065713794755e-12,7.03472079058314e-13,3.899980226891752e-08,1.9367065506784667e-11,9.498954244383166e-09,281.283,0.4134999999999999,1.741650181166078,-43.59,0.7398909838207465,0.7974419348173923,0.7974419348173923,0.881894338239958,4.812694645538008e-10,1.5925569021347888e-10,2.5766607370973606e-10,0.0,2.8392666264065937e-10,1.9976633335266752e-10
0000,00000012,39600.0,3.066319742254282e-12,2.2360938701031274e-12,7.261856922617239e-13,3.916719601147599e-08,1.918889570836164e-11,9.021064037559463e-09,281.283,0.4134999999999999,1.5535617955198442,-43.59,0.7492037891312997,0.804089902197053,0.804089902197053,0.8872539794618973,4.423833409608817e-10,1.4953695221952958e-10,2.3990025628305946e-10,0.0,2.663957467354335e-10,1.846747524162179e-10
0000,00000013,43200.0,3.822834713741603e-12,2.1308518048583884e-11,4.395776710425562e-12,4.626998280645387e-08,1.8664716136455263e-11,8.580162378859651e-09,281.283,0.4134999999999999,1.3649513333471963,-43.59,0.7582220708670465,0.8106746741044608,0.8106746741044608,0.891255299908421,4.1199568357561105e-10,1.4187370064667304e-10,2.216800655607045e-10,0.0,2.5261998834518756e-10,1.7190535880708865e-10
0000,00000014,46800.0,5.410437990864652e-12,4.535856423117723e-11,9.469858701544469e-12,4.896164900358797e-08,1.760989740670356e-11,8.114482497173885e-09,281.283,0.4134999999999999,1.1824161790556709,-43.59,0.7716890110810921,0.8196304955177085,0.8196304955177085,0.9006617350176428,4.1034344453664097e-10,1.3068557245720446e-10,2.0097860492993103e-10,0.0,2.3260402822657785e-10,1.6954378708803493e-10
0000,00000015,50400.0,8.141467904388908e-12,6.650272628975029e-11,1.822470182994987e-11,5.1964034522289494e-08,1.659728488515717e-11,7.659764992702962e-09,281.283,0.4134999999999999,1.0142844731090253,-43.59,0.7809688617258211,0.8252181603017609,0.8252181603017609,0.9083832421136876,4.1245963330426063e-10,1.17603241074563e-10,1.6097468025530439e-10,0.0,2.0937682934508998e-10,1.6795536444422568e-10
0000,00000016,54000.0,1.1132850593709032e-11,8.405922279339769e-11,2.760808758586944e-11,5.544783862418908e-08,1.5744606691953583e-11,7.215505617133886e-09,281.283,0.4134999999999999,0.8726442793013791,-43.59,0.7961450808710292,0.8359867895578831,0.8359867895578831,0.9180517691498062,4.394007166272617e-10,1.0950541998671362e-10,9.525690294157369e-11,0.0,1.9466521038588069e-10,1.7635774869833885e-10
0000,00000017,57600.0,1.3435379284234866e-11,9.793176751076907e-11,3.506446779921829e-11,5.920990256100099e-08,1.5188779152505038e-11,6.784756600531125e-09,281.283,0.4134999999999999,0.7747527905113555,-43.59,0.8198874208909678,0.8527701277493104,0.8527701277493104,0.9294933486503889,4.818033503119306e-10,9.877838581894359e-11,6.134937973599748e-11,0.0,1.756398003246886e-10,1.8971134691929513e-10
0000,00000018,61200.0,1.4601392781799086e-11,1.0863245504084298e-10,3.948694736127819e-11,6.29329762847189e-08,1.505807896689816e-11,6.371885741212517e-09,281.283,0.4134999999999999,0.7396667620728204,-43.59,0.8302475001028248,0.8600609119703803,0.8600609119703803,0.9369461142720368,5.456931116179869e-10,9.224041735785715e-11,5.6269610032847753e-11,0.0,1.6392121472338346e-10,2.097861843037634e-10
0000,00000019,64800.0,1.457918924189592e-11,1.1718290557396728e-10,4.0302044426540345e-11,6.628054001100407e-08,1.541451460476501e-11,5.981733542219288e-09,281.283,0.4134999999999999,0.7763950894383773,-43.59,0.8380849782075125,0.8655583317965234,0.8655583317965234,0.9418275651997837,6.134575333686497e-10,8.458336831278805e-11,5.2149291754867016e-11,0.0,1.5035610730251695e-10,2.294651668030174e-10
0000,00000020,68400.0,1.3589248722031504e-11,1.2496940544139887e-10,3.755669702686154e-11,6.892663714527106e-08,1.6147865833056938e-11,5.619072600317747e-09,281.283,0.4134999999999999,0.8755779151905618,-43.59,0.8419503357543814,0.8682920326589513,0.8682920326589513,0.9435205766046589,6.742947610872683e-10,7.890287847038503e-11,4.946674756516993e-11,0.0,1.4031820432683905e-10,2.4569529573772064e-10
0000,00000021,72000.0,1.1833331675874313e-11,1.334578899474742e-10,3.1271160843141835e-11,7.06005774644942e-08,1.6912858828199303e-11,5.287464705652659e-09,281.283,0.4134999999999999,1.0181125562727298,-43.59,0.8431451439265748,0.8692614902721256,0.8692614902721256,0.9448941622707903,7.355213081920037e-10,7.537017773906588e-11,4.6415551056549146e-11,0.0,1.3397338466854892e-10,2.62165571130076e-10
0000,00000022,75600.0,9.600457558699153e-12,1.4366102589572477e-10,2.2395921268169992e-11,7.116394072004731e-08,1.7307624632454714e-11,4.9876340482523424e-09,281.283,0.4134999999999999,1.186866612160477,-43.59,0.8429782017863822,0.8691166040747584,0.8691166040747584,0.9449621997611765,7.67458500520264e-10,7.177698311191018e-11,4.432174616349811e-11,0.0,1.2759442472827423e-10,2.691145306276879e-10
0000,00000023,79200.0,7.376096884639187e-12,1.5523454098514533e-10,1.321359007760572e-11,7.065672137663954e-08,1.7216642916749364e-11,4.717011513040627e-09,281.283,0.4134999999999999,1.3698772444293423,-43.59,0.8439920688780195,0.8696186886082325,0.8696186886082325,0.9449188214876995,7.674988714514202e-10,6.708644286514661e-11,4.270374560750299e-11,0.0,1.1935535365431541e-10,2.662429042042846e-10
0000,00000024,82800.0,5.558422080260393e-12,1.5568310182414065e-10,5.442755370018203e-12,6.925775446556142e-08,1.6939413466482263e-11,4.472698206960857e-09,281.283,0.4134999999999999,1.5589018397885377,-43.59,0.8438305691648597,0.8692263213238157,0.8692263213238157,0.9441250257957936,7.466765120020977e-10,6.334444105791574e-11,4.177868668113072e-11,0.0,1.1281022745765128e-10,2.576760502696592e-10
0000,00000025,86400.0,4.596943569921415e-12,7.61225124528839e-11,2.1920000313331884e-12,6.778028259940032e-08,1.6506769440984223e-11,4.275913484094296e-09,281.283,0.4134999999999999,1.7473972949114545,-43.59,0.842864932173732,0.8687503663663343,0.8687503663663343,0.9435917781930948,7.08331758017794e-10,6.09589830901722e-11,3.938979408698126e-11,0.0,1.0849476344583312e-10,2.4423866498111074e-10
0001,00000001,0.0,5.101571516968727e-11,1.091237327556321e-12,5.008642997407803e-13,5.790331835197116e-08,6.767300503339882e-11,7.491604600934458e-09,293.364,0.8179,0.0,17.9,0.35902715006518104,0.3624788419010819,0.3624788419010819,0.7758192522824306,6.872067433340404e-10,1.1267391782688217e-09,3.705700587825163e-10,0.0,1.0009347298537862e-11,5.698120076967604e-10
0001,00000002,3600.0,4.879950160064847e-11,9.290613891385144e-13,5.297488823389682e-13,5.420295333723913e-08,8.116115928844457e-11,7.119254999556741e-09,293.364,0.8179,2.2969812604746895,17.9,0.36063856011047885,0.3640554120735554,0.3640554120735554,0.7758647761624993,6.692753447428206e-10,1.0807698731183473e-09,4.4123988763985384e-10,0.0,9.571505226823676e-12,5.55576895189427e-10
0001,00000003,7200.0,4.6786860133746017e-11,8.595521407753818e-13,5.359327461138527e-13,5.129420897295275e-08,9.019742505596262e-11,6.765078312257286e-09,293.364,0.8179,2.4225675510726887,17.9,0.3611990957022058,0.36458027676593174,0.36458027676593174,0.7758417015774349,6.67056013295587e-10,1.0568044490134247e-09,5.07142562662312e-10,0.0,9.365161978136883e-12,5.51801740103008e-10
0001,00000004,10800.0,4.499438627075704e-11,8.318159526535472e-13,5.357691361643624e-13,4.895748665411721e-08,9.628814950590058e-11,6.429359316457656e-09,293.364,0.8179,2.469003109583271,17.9,0.361414028257028,0.36491727902610743,0.36491727902610743,0.7749890994287216,6.542967189455989e-10,1.0212470629123082e-09,5.482498765530796e-10,0.0,8.958207727829031e-12,5.372610007902751e-10
0001,00000005,14400.0,4.3390620843185595e-11,8.28151043137531e-13,5.482273434213546e-13,4.705463529865392e-08,1.0045870446340967e-10,6.1113833735479865e-09,293.364,0.8179,2.4208039703243767,17.9,0.36752350308560844,0.37096117825618447,0.37096117825618447,0.7751516876548509,6.276928253723489e-10,9.687941101836062e-10,5.636811079357376e-10,0.0,8.495906787620453e-12,5.103497098430046e-10
0001,00000006,18000.0,4.194475574370486e-11,8.411030938488239e-13,5.477574569260978e-13,4.549115352208617e-08,1.0336643856905954e-10,5.810262570932796e-09,293.364,0.8179,2.293990488350549,17.9,0.3622518085283726,0.3656953947425638,0.3656953947425638,0.7757859529685681,6.32444775705432e-10,9.380060921971428e-10,6.046911127427301e-10,0.0,8.21378181788499e-12,5.068820992030854e-10
0001,00000007,21600.0,4.0623457769616664e-11,8.667789782079064e-13,5.54018172729618e-13,4.41991205991755e-08,1.054199396284814e-10,5.525109660391481e-09,293.364,0.8179,2.1174192895677364,17.9,0.3715557036716995,0.37489611021303476,0.37489611021303476,0.7815676066681922,6.152263054310561e-10,8.678373962526667e-10,6.096507369069737e-10,0.0,7.601390674110113e-12,4.85414476270552e-10
0001,00000008,25200.0,3.9393253572724466e-11,9.02699634054992e-13,5.566279829466125e-13,4.312819961477864e-08,1.0687141847920675e-10,5.255076676461917e-09,293.364,0.8179,1.912434337266661,17.9,0.38239294764782605,0.38563598584456465,0.38563598584456465,0.7864514737185374,6.013739340053773e-10,8.144452987965761e-10,6.08285941081373e-10,0.0,7.131282733337259e-12,4.670564575442326e-10
0001,00000009,28800.0,3.824572597379968e-11,9.470623273078276e-13,5.622160248115524e-13,4.2240225271724406e-08,1.0787808706472207e-10,4.999360704654846e-09,293.364,0.8179,1.6911393451262116,17.9,0.38417456922378607,0.38737064772415397,0.38737064772415397,0.7921136994216218,6.225772599610729e-10,7.930506142019437e-10,6.498834679571574e-10,0.0,6.931846407928796e-12,4.748567536634451e-10
0001,00000010,32400.0,3.805290209891203e-11,6.965869079530778e-12,1.6938975234832913e-12,4.673908944606096e-08,1.1044175123263346e-10,4.784554919296634e-09,293.364,0.8179,1.460091232320487,17.9,0.3808511839236863,0.38407241286694394,0.38407241286694394,0.7900685013189106,6.096075299640697e-10,7.606429429226287e-10,6.427450954008432e-10,0.0,6.644954471019484e-12,4.5828064770511115e-10
0001,00000011,36000.0,4.2495255051261814e-11,3.1492076771834975e-11,7.898035339133824e-12,5.416424239208825e-08,1.0593106060610963e-10,4.5120248013398454e-09,293.364,0.8179,1.2229687706237062,17.9,0.3950124569741432,0.39814066280696675,0.39814066280696675,0.7945934682219081,6.375806640039085e-10,7.515386691467645e-10,6.296042811151131e-10,0.0,6.558635116825644e-12,4.752395771553533e-10
0001,00000012,39600.0,5.2354461723492665e-11,5.151085099051815e-11,1.7127960340770413e-11,6.48516581960991e-08,1.0258758690869374e-10,4.228532494068229e-09,293.364,0.8179,0.9819734949473213,17.9,0.41287089217941336,0.41574097631297663,0.41574097631297663,0.803186643909402,6.895423840840159e-10,7.012548394195707e-10,5.502157118616459e-10,0.0,6.116452409971782e-12,5.186708290140271e-10
0001,00000013,43200.0,6.624555735310883e-11,6.451760503130214e-11,3.0253325143665594e-11,7.89516480085772e-08,1.084292410158349e-10,3.928923999115507e-09,293.364,0.8179,0.7385532712459059,17.9,0.4480725613774104,0.4505213398609524,0.4505213398609524,0.8215886724519723,7.916698553174814e-10,6.18915901663323e-10,4.4968057510594366e-10,0.0,5.3989310715892045e-12,6.047777823006748e-10
0001,00000014,46800.0,7.877353234043126e-11,6.868670673688092e-11,4.579177713519108e-11,9.578928291124241e-08,1.5529993065001418e-10,3.6096960773004373e-09,293.364,0.8179,0.4938765459805624,17.9,0.4796082016397275,0.48176932189856014,0.48176932189856014,0.8329381477890054,9.922852100267234e-10,5.97033596763521e-10,3.7348541548422715e-10,0.0,5.201188190801515e-12,7.542522172748815e-10
0001,00000015,50400.0,8.446870723345382e-11,6.55761220598367e-11,5.7495726542223764e-11,1.1243618971299211e-07,3.6169347414255067e-10,3.2795662790788397e-09,293.364,0.8179,0.24983645825721262,17.9,0.5196473682676082,0.5215532011434174,0.5215532011434174,0.8424994961840566,1.2301838175496812e-09,5.74244154809902e-10,3.0029177241646173e-10,0.0,4.997989607393849e-12,8.987554190352391e-10
0001,00000016,54000.0,8.115773836014151e-11,6.19811744113522e-11,5.596826391186884e-11,1.2369521853217862e-07,8.602743239191299e-10,2.971887742941295e-09,293.364,0.8179,0.04945980445244097,17.9,0.559647466732937,0.5612554759582146,0.5612554759582146,0.8600936002267662,1.5101623087284867e-09,5.157757341600181e-10,2.660467305065407e-10,0.0,4.492342346596936e-12,1.0406530412713557e-09
0001,00000017,57600.0,7.467410494468753e-11,6.167627583465503e-11,4.7530052257813353e-11,1.289112861193389e-07,1.4982822181056279e-09,2.706666264913914e-09,293.364,0.8179,0.2538570031063964,17.9,0.5860603608159097,0.5875084748935662,0.5875084748935662,0.8724811087828106,1.8039702342947787e-09,5.031196566475947e-10,2.5882152772130754e-10,0.0,4.381176550258615e-12,1.1772766555988986e-09
0001,00000018,61200.0,6.84735486202513e-11,6.433555455363246e-11,3.792907438273716e-11,1.306400228571253e-07,2.0422739585476455e-09,2.4820569777928445e-09,293.364,0.8179,0.4979069814823166,17.9,0.6021173614902261,0.6034620342100714,0.6034620342100714,0.8830534121600501,2.0502694479877653e-09,4.907772513615799e-10,2.5325820936231907e-10,0.0,4.2728973730716875e-12,1.2768741814229748e-09
0001,00000019,64800.0,6.291680515113574e-11,6.979503936659725e-11,2.8093799318036007e-11,1.306057292992375e-07,2.3778976839981666e-09,2.294324693564815e-09,293.364,0.8179,0.7425080924324114,17.9,0.6182555777098526,0.6194982374036191,0.6194982374036191,0.8943013665721816,2.2318460369983097e-09,4.721284102506959e-10,2.533815069082084e-10,0.0,4.11233951056373e-12,1.340120975803173e-09
0001,00000020,68400.0,5.792023709686367e-11,7.855233844138e-11,1.8236156873718463e-11,1.294121573566113e-07,2.4954736622464207e-09,2.140194507902208e-09,293.364,0.8179,0.9858009271478283,17.9,0.625033397871628,0.6262219053453336,0.6262219053453336,0.9013173959104926,2.310722560773107e-09,4.5395544278716e-10,2.4983829107086825e-10,0.0,3.956802156391728e-12,1.3498264083450347e-09
0001,00000021,72000.0,5.356333057271727e-11,9.073765218733494e-11,9.248325129025283e-12,1.2706281615879372e-07,2.456995454711635e-09,2.014304070251801e-09,293.364,0.8179,1.2266100895675076,17.9,0.6320613249996332,0.6331977808371116,0.6331977808371116,0.908076636101112,2.334853207851944e-09,4.3215044274370603e-10,2.5290422561594735e-10,0.0,3.769490699790537e-12,1.3410172614675578e-09
0001,00000022,75600.0,5.0212466512859084e-11,1.0333125798166626e-10,2.9569721490423047e-12,1.2352002163126944e-07,2.3508860569443077e-09,1.909828170705046e-09,293.364,0.8179,1.4634688429197322,17.9,0.6345236548764991,0.635640140535879,0.635640140535879,0.9118169906264192,2.344118397219985e-09,4.226069692745422e-10,2.604641292447372e-10,0.0,3.6873389713669785e-12,1.3328469842816062e-09
0001,00000023,79200.0,4.810250742719947e-11,3.61994563074164e-11,6.268829319819718e-13,1.192870303029152e-07,2.2289367839553296e-09,1.8321945970530362e-09,293.364,0.8179,1.694142307494215,17.9,0.6284613584221529,0.6295704953928314,0.6295704953928314,0.91334486509315,2.4285249227715177e-09,4.2541361473380563e-10,2.8081601778102284e-10,0.0,3.712836271402135e-12,1.3733999748732e-09
0001,00000024,82800.0,4.6730727015919165e-11,6.478844657149271e-12,6.184387392367312e-13,1.1523366405859947e-07,2.115249291518013e-09,1.7984704395117513e-09,293.364,0.8179,1.9148943962492329,17.9,0.6302760795172316,0.6313708336742678,0.6313708336742678,0.9160540826075259,2.3211811948750954e-09,3.93745334107985e-10,2.739442975481683e-10,0.0,3.4399512130030607e-12,1.3041705443912628e-09
0001,00000025,86400.0,4.549134663425621e-11,4.969591759138878e-12,5.673540004701e-13,1.1143931851512913e-07,2.007147445531013e-09,1.7369334479225741e-09,293.364,0.8179,2.1190714624963807,17.9,0.6310462473118075,0.6321096031878108,0.6321096031878108,0.9195047236671294,2.349960244223419e-09,3.750943310450801e-10,2.812566744010543e-10,0.0,3.280855510352012e-12,1.3131067718600547e-09
0002,00000001,0.0,2.7527039622134312e-12,4.85846591446711e-10,2.5265142012313487e-12,4.1051240605400625e-08,2.1086665338083476e-13,2.9700841938257476e-09,246.929,0.6609,0.0,60.05,0.8264980085063731,0.7903397153482503,0.7903397153482503,0.6349704145495115,2.281506725003622e-11,2.9245516833048385e-11,1.6630267118491375e-10,0.0,9.704938733510023e-11,4.413056627014983e-12
0002,00000002,3600.0,3.680170031947768e-12,4.813653971172453e-10,4.1618972869184915e-12,4.124452670711141e-08,2.274977621422494e-13,3.4818286420904205e-09,246.929,0.6609,1.399785500019563,60.05,0.808017205897328,0.7927789927069563,0.7927789927069563,0.6750090517523009,3.0096767764764284e-11,3.374064027559783e-11,1.8366040225276256e-10,0.0,1.1086476089426488e-10,9.891543803043272e-12
0002,00000003,7200.0,5.4235630389681475e-12,4.733435037628908e-10,6.548490400305977e-12,4.089392477767956e-08,2.6145310671231726e-13,4.2427547921844435e-09,246.929,0.6609,1.3510464282855519,60.05,0.7892519903740846,0.786798221441576,0.786798221441576,0.7022456538133309,4.513163330077249e-11,4.063046144073352e-11,2.1547504588627824e-10,0.0,1.3147726687628043e-10,2.1784857814626545e-11
0002,00000004,10800.0,7.120320525063973e-12,4.6475522525001584e-10,8.41324471713016e-12,4.056280772132005e-08,2.901492067811931e-13,4.95832133437594e-09,246.929,0.6609,1.3343435784811404,60.05,0.7767445274040797,0.7804521328108867,0.7804521328108867,0.7149556524811611,6.994717949371633e-11,4.6488448666830677e-11,2.5988422104095496e-10,0.0,1.5312803153769e-10,4.277493146993199e-11
0002,00000005,14400.0,7.983458938245338e-12,4.5686687721793347e-10,9.031036146327142e-12,3.9921817465722567e-08,3.142575712520071e-13,5.6664154698054734e-09,246.929,0.6609,1.3511466764557314,60.05,0.7694250429557226,0.77876375212615,0.77876375212615,0.7333289097582301,1.0100391127864313e-10,5.167361318644127e-11,2.8837895258613915e-10,0.0,1.6984111977212576e-10,7.339839867304919e-11
0002,00000006,18000.0,7.46350665926924e-12,4.51288355663288e-10,8.167124494756394e-12,3.826784416312893e-08,3.2983652554380214e-13,6.370660539716437e-09,246.929,0.6609,1.3999612272336175,60.05,0.7564559186063528,0.7691102927389639,0.7691102927389639,0.7396797366290475,1.3499335205962094e-10,5.7361379992966695e-11,3.2533772264752236e-10,0.0,1.8895022774772173e-10,1.0812447396638513e-10
0002,00000007,21600.0,5.90754437431184e-12,4.4850770081097e-10,6.258375570328594e-12,3.4713603914709574e-08,3.415899748948098e-13,7.142392326779304e-09,246.929,0.6609,1.476778066529855,60.05,0.7406754351206452,0.7558062985708799,0.7558062985708799,0.743649840725886,1.6573312632959667e-10,6.396473711403792e-11,3.5675701232283797e-10,0.0,2.0825708737194667e-10,1.4080046141421151e-10
0002,00000008,25200.0,3.948779504312415e-12,4.473415549831862e-10,3.522820946614841e-12,2.9553213310215383e-08,3.5405432825563816e-13,7.878375062818212e-09,246.929,0.6609,1.5760887007698323,60.05,0.7262941334815731,0.7420105062416975,0.7420105062416975,0.7340377458857261,1.8521614065277915e-10,6.889546054124256e-11,4.0056904099046907e-10,0.0,2.2609810905067878e-10,1.620305453101605e-10
